Monthly_Inflow,Monthly_Outflow,Gst_compliance_score,Ecommerce_sales,Supplier_payments,Invoice_issued,Invoice_amount,Employee_count,Asset_value,Business_age,Business_size,Credit_score
18481.23,12655.71,66.08,7279.18,6712.78,17,1044.0,30,88102.92,10,small,545.7410855427714
13709.71,8114.94,43.39,137.1,5607.47,11,1334.26,2,15296.71,0,micro,403.0240870435218
47963.9,27514.18,67.69,13693.68,19269.53,28,1723.71,42,81512.62,8,small,566.5480840420211
8079.31,4106.7,46.22,2853.5,3215.88,13,700.62,10,15981.58,0,small,452.4570885442721
41216.41,14387.32,69.11,23904.96,7592.23,25,1551.65,53,214231.15,10,medium,672.0810855427713
5737.83,3019.89,43.49,1874.21,2332.73,6,989.67,1,15912.18,0,micro,437.5700900450225
8701.41,4486.44,42.85,2693.17,2792.2,14,588.01,1,17600.95,1,micro,435.14309154577285
16338.42,12053.25,56.28,3551.11,7555.83,10,1592.96,22,82127.63,2,small,515.3140870435218
38116.16,14293.26,61.02,2987.33,9295.96,22,1736.0,30,86056.69,6,small,549.6210855427714
83755.43,18857.91,75.61,35267.75,11271.18,48,1817.51,57,221648.3,9,medium,706.5040870435218
32171.99,20753.99,62.34,11114.42,13894.15,20,1616.42,31,88684.67,8,small,548.8240870435218
40619.04,22767.93,69.13,15765.47,11709.51,24,1639.43,37,124189.53,3,small,573.2070885442721
13685.23,11157.09,51.88,4812.25,7593.01,11,1250.92,4,32946.38,1,micro,453.03609304652326
15316.23,11202.26,53.41,6099.74,8350.89,13,1146.74,18,34602.76,3,small,484.1870735367684
14092.75,8138.97,50.01,2489.32,6040.94,16,891.55,11,33271.27,0,small,476.1200750375188
27420.96,18518.08,56.35,10450.33,12343.88,18,1611.46,21,41075.82,1,small,508.1830765382691
29742.68,15633.19,60.1,13762.24,11152.49,18,1652.56,31,73993.07,4,small,540.0270885442721
13382.69,6874.04,50.7,780.28,4941.96,8,1678.7,14,19238.13,2,small,467.0360780390195
27188.52,14620.91,67.61,13351.66,8765.27,17,1534.4,39,55055.72,9,small,553.7900900450226
37936.73,24501.31,68.09,15656.4,13039.06,22,1717.91,42,71076.53,11,small,573.3330915457728
3488.96,2757.1,36.64,567.35,2302.26,8,451.44,1,17974.68,0,micro,383.4990945472736
5530.43,4078.04,46.06,1596.71,3109.46,3,1808.14,1,31895.86,0,micro,436.162096048024
12901.75,9181.65,54.28,2453.61,5897.32,10,1274.19,12,49266.4,0,small,484.6490795397699
14159.49,10000.96,55.68,3501.29,7139.16,12,1210.65,14,35250.07,4,small,489.41208104052026
15687.35,7651.75,55.66,2927.36,4132.89,9,1738.36,25,49315.97,7,small,525.7700900450226
25387.15,11352.74,57.07,1940.57,7193.97,17,1491.98,31,85304.15,3,small,531.4330915457729
12547.34,7967.7,44.17,1517.62,5185.1,11,1118.07,6,18614.46,1,small,454.0050975487744
16753.12,11844.17,56.6,2558.18,8719.99,16,1095.01,19,47111.08,5,small,494.98508254127063
16307.78,9390.12,42.46,4669.83,5367.76,14,1148.28,15,26365.88,2,small,460.4480990495248
36380.06,19915.02,70.52,9973.78,11283.64,24,1517.05,50,146234.79,10,small,591.6660930465233
17070.29,9335.91,50.12,620.48,5925.98,18,971.13,21,36150.54,5,small,482.988084042021
14965.45,7638.84,50.39,5320.72,5859.1,15,1053.5,17,30669.98,0,small,480.43108554277137
47757.0,31270.75,63.88,23678.43,21868.97,26,1855.24,38,133539.66,9,small,567.6290945472737
13850.14,10008.73,49.99,694.13,6474.21,15,851.85,15,39821.97,0,small,457.79110055027513
4587.77,3378.26,38.16,45.88,2145.36,10,512.23,1,11312.42,0,micro,384.13410205102554
19413.59,8235.87,59.56,6945.28,5847.03,18,1041.35,18,21568.93,1,small,508.28408704352177
14058.68,6013.52,50.9,2813.51,4009.48,11,1255.18,15,19103.53,4,small,497.5170885442721
8648.25,4909.89,44.08,644.42,3363.54,6,1460.39,1,25565.05,2,micro,440.8571035517759
19047.52,12211.44,52.47,2341.76,6917.97,11,1723.84,30,87334.75,6,small,519.5260930465233
18290.73,10029.62,70.05,3739.33,6637.56,13,1458.62,29,56487.91,4,small,540.4590945472736
31821.79,15739.31,56.6,3245.84,10932.26,21,1484.1,35,74167.71,7,small,531.1420960480241
117329.14,59629.72,95.57,63828.03,23195.12,61,1951.7,72,590050.76,13,medium,767.7770885442721
21781.73,8936.93,55.4,372.3,5506.44,19,1060.01,18,56107.87,2,small,503.7900900450225
2043.43,1572.8,31.86,554.92,1045.18,7,329.33,1,5827.03,0,micro,372.36010505252625
12817.07,9882.96,53.11,4037.74,6831.47,12,1010.99,17,31907.87,0,small,474.9130915457729
12961.25,7421.27,52.25,2778.26,3947.28,11,1256.43,20,44552.94,4,small,501.4660930465232
25717.42,8132.17,71.44,10199.9,5678.36,19,1252.52,35,50788.79,9,small,584.4020960480241
57073.61,21278.88,68.93,8337.12,13457.87,37,1542.13,47,139348.16,9,small,588.3650975487743
25703.08,8842.55,62.02,4972.59,6462.48,15,1733.13,31,60183.01,8,small,550.5080990495247
3139.65,2033.74,34.36,834.15,1501.83,8,260.89,1,2251.76,0,micro,351.94310655327666
25304.23,16116.38,61.79,2117.0,9097.97,18,1394.92,21,28343.92,4,small,499.8690945472736
19524.43,12064.19,54.91,9114.62,6461.19,16,1176.34,23,34468.18,3,small,502.262096048024
8046.24,4526.26,45.36,1379.05,2650.29,14,527.21,1,35743.99,0,micro,445.026108054027
25697.69,9782.02,69.26,12760.05,4818.21,16,1632.77,42,93224.81,7,small,585.8711005502751
11594.44,5135.85,51.88,3462.34,3595.97,9,1282.53,19,21449.53,6,small,502.2650975487744
16937.77,13197.25,44.61,1088.02,7356.06,9,1927.89,9,15158.15,1,small,437.0191095547774
27235.44,12598.21,52.81,7385.45,9530.19,19,1411.5,24,36157.29,5,small,509.6880990495248
6691.14,4032.38,49.48,1871.45,2757.41,9,748.97,8,24337.04,0,small,454.3921110555278
24400.83,16922.68,63.44,7581.92,12096.96,22,1122.51,26,44365.12,4,small,513.6050975487743
42513.05,19215.21,68.64,21694.26,10341.64,29,1587.58,42,113351.46,10,small,589.0741020510255
19308.62,9232.99,62.48,552.77,6007.16,16,1195.26,22,53930.01,6,small,518.8480990495248
5500.25,2807.6,44.71,55.0,1916.9,6,872.2,6,43667.35,3,small,454.90511255627814
9636.05,7149.56,47.15,96.36,4729.61,10,1016.91,1,17114.49,0,micro,402.1081140570285
33847.47,23602.74,60.02,10981.31,15783.34,23,1469.31,30,140827.59,7,small,548.5911005502751
6824.0,3376.53,51.25,2395.6,2659.87,6,1080.98,9,52504.88,2,small,493.01110055027516
11991.36,8501.28,50.83,2502.81,4887.3,10,1222.26,20,28988.39,5,small,482.82410205102553
8073.06,4622.63,44.21,1418.11,3626.04,12,590.55,16,38872.37,3,small,466.4471035517759
12467.61,6925.96,57.21,1686.54,3644.93,7,1916.85,17,41781.95,8,small,511.3541020510255
63332.44,27928.17,71.44,23119.3,15718.28,39,1613.73,47,138289.33,9,small,600.7800900450226
8863.08,4626.84,47.67,3392.6,3390.02,9,986.08,14,35548.48,2,small,491.1301050525263
14279.81,10165.53,58.44,1263.72,5307.45,11,1314.28,26,45951.83,4,small,504.3031065532766
11270.44,6461.76,42.98,2676.97,3888.71,9,1194.29,7,16642.83,2,small,450.8311155577789
7905.15,5552.05,49.82,2122.17,3627.29,3,2609.06,21,52959.21,1,small,492.76610805402703
19889.48,12526.18,52.53,7202.21,9462.14,13,1667.92,18,55924.48,7,small,500.3791095547774
20300.23,8325.48,60.23,6527.79,6134.3,12,1639.73,23,41708.56,1,small,518.8771035517758
19261.51,11270.89,63.45,2382.13,6567.54,11,1708.51,22,80102.01,1,small,526.7101050525263
8097.31,4325.35,43.5,2452.25,2989.24,8,1001.9,5,43585.31,0,micro,457.77411705852927
18127.06,8689.27,61.21,2804.21,4635.63,16,1106.88,25,72379.82,0,small,536.4931065532766
89434.65,53218.09,65.42,21920.94,30906.16,47,1901.46,56,218398.08,13,medium,647.8030915457729
10934.7,6686.62,53.04,1604.65,5273.3,10,1159.75,10,21435.24,2,small,458.40711855927964
53258.58,28234.41,74.17,27146.18,15952.39,29,1769.91,46,112462.67,9,small,598.0060930465233
179534.11,71732.16,84.95,114873.55,42417.39,99,1881.25,72,619628.24,16,medium,756.2590945472737
21349.31,10025.51,60.15,9804.36,6643.23,13,1599.05,22,28329.99,2,small,513.386108054027
69672.55,22671.33,75.64,13577.11,14937.32,38,1837.34,52,236183.95,13,medium,690.442096048024
9996.42,5525.28,47.84,164.55,4010.19,8,1328.27,2,20018.7,0,micro,419.84012006003
62502.53,37694.36,72.03,31196.85,19156.92,35,1834.66,50,56954.95,7,small,575.2371035517758
39715.79,18834.69,67.58,12226.08,12894.74,31,1293.94,32,54953.8,7,small,554.9201050525263
61526.41,30486.44,72.07,15103.72,19051.8,37,1700.79,52,163220.83,9,medium,643.6950975487744
15371.04,10400.1,48.35,4160.5,5857.73,9,1675.95,11,27306.01,0,small,482.1421110555278
21732.91,11579.97,60.36,11091.11,7833.48,17,1376.49,30,76231.24,4,small,537.0891095547773
7415.93,4920.35,50.35,2795.14,3595.43,7,1046.32,6,34372.6,3,small,471.53511255627814
13541.98,6014.32,56.6,2366.12,3954.64,10,1324.53,21,49098.57,6,small,519.9821110555278
7637.33,4122.43,34.06,1732.03,3261.1,11,616.24,1,14054.39,0,micro,408.94312156078036
19053.78,8678.06,60.3,1679.22,4577.66,18,1023.96,25,64063.74,7,small,528.2651125562782
8536.26,5257.47,44.37,361.0,3138.06,7,1215.53,9,21553.37,2,small,449.42612306153075
16985.16,9473.86,51.19,169.85,6873.03,15,1134.59,16,56365.76,2,small,468.5281140570285
63509.99,26028.84,73.03,13561.08,18020.28,36,1749.53,46,143051.43,8,small,605.0080990495247
4164.76,3045.33,33.32,41.65,2212.21,10,391.44,1,9280.33,0,micro,359.7391245622812
17404.14,10026.97,50.13,4120.71,6428.36,8,2217.4,7,24527.59,0,small,476.1511155577789
11343.07,7070.05,48.48,3919.04,4890.26,14,782.25,9,43757.8,0,small,480.81411705852923
31399.43,16488.21,65.22,15235.24,11851.72,21,1502.29,33,42057.59,9,small,556.4631065532766
42770.83,23686.11,72.77,21544.05,14562.77,24,1731.03,52,181782.0,9,medium,645.011100550275
13459.2,10301.5,53.35,5794.85,7729.88,11,1266.8,24,38080.67,4,small,492.5671185592796
14712.75,9768.3,54.65,3726.58,6386.42,11,1377.98,19,21813.57,5,small,490.24012006003
55036.92,21586.75,76.07,13034.64,10404.75,33,1638.55,48,109316.98,10,small,621.2741020510256
26472.04,14158.2,63.83,5074.55,8623.78,18,1403.79,34,85425.74,6,small,551.336108054027
17266.3,9698.73,65.66,8199.0,6148.15,15,1197.07,28,64760.01,6,small,541.8381140570285
38056.05,21588.9,79.09,12207.24,10935.21,25,1515.65,47,455175.69,11,small,631.8071035517759
21734.88,9398.03,63.52,9007.55,6740.34,19,1141.42,29,53772.88,4,small,538.6011155577789
12228.53,6708.18,50.97,1564.57,3716.94,9,1407.86,18,50980.2,1,small,498.82312156078035
39860.83,17563.82,79.27,8653.91,9599.23,24,1734.14,55,111488.02,9,medium,660.3401050525263
20193.01,9817.09,68.06,1769.98,5298.52,20,997.48,34,108184.91,5,small,555.9991095547773
13647.82,8068.89,50.76,4422.97,5844.32,9,1573.58,17,16359.12,0,small,473.11612306153074
7449.65,3758.61,44.66,591.16,2259.22,8,913.31,7,23873.87,0,small,452.25212606303154
22255.78,11891.37,63.19,2480.56,6238.33,17,1375.99,26,118644.94,8,small,553.6121110555277
26102.24,18083.42,66.5,3049.41,12284.64,19,1368.91,34,70182.94,6,small,539.0341170585292
19123.39,12627.82,63.05,1194.81,6574.69,12,1685.37,20,112741.79,3,small,525.8771185592797
11386.66,7518.01,56.39,2343.85,4202.62,8,1430.01,18,32159.03,0,small,481.74912456228117
15602.53,7586.98,62.75,1035.23,5109.97,15,1022.05,28,68687.14,3,small,527.06012006003
83520.6,41497.11,83.08,34484.57,18944.25,44,1845.2,64,258711.98,11,medium,696.3731065532766
41746.29,13379.18,66.71,15261.59,7147.03,24,1739.43,35,79965.08,8,small,582.6251125562782
32913.3,13678.89,57.21,6805.98,7228.75,19,1612.51,39,54846.47,8,small,549.3281140570285
31128.01,16028.62,49.38,14860.56,10634.59,25,1250.31,27,47763.85,4,small,518.4031215607804
52926.7,27785.61,60.34,5370.15,19242.39,29,1819.07,34,70962.05,4,small,535.2161230615308
19755.81,11992.48,63.39,5512.51,6608.39,15,1374.61,28,87660.81,6,small,544.9591245622812
31146.93,17170.21,70.2,10639.69,10474.38,22,1448.27,44,224693.74,8,small,581.2711155577789
22821.37,13675.32,57.92,10590.69,9800.97,21,1050.97,27,52905.5,2,small,516.7821260630315
26734.55,16278.84,70.74,3982.17,10738.93,20,1249.31,37,67346.58,8,small,556.8441170585293
24674.13,11665.89,61.14,5862.04,6200.42,16,1508.82,29,44686.77,6,small,537.5651275637819
32871.73,15179.28,68.34,9694.05,8804.53,22,1539.23,45,99517.7,5,small,570.7171185592797
6231.55,5446.2,48.72,2449.68,3529.58,4,1489.21,2,12712.28,0,micro,424.7651275637819
18635.04,7385.23,56.91,5421.33,4097.87,14,1301.54,20,45943.51,3,small,519.8881290645322
145530.94,61319.86,80.63,61326.92,35414.66,79,1805.51,66,554897.72,13,medium,733.846108054027
104552.19,57179.08,78.93,53705.01,37464.72,57,1851.93,60,258571.28,8,medium,685.1891095547774
116406.47,31982.62,86.39,73336.41,19126.37,64,1889.87,80,870473.78,14,medium,783.4421110555278
27762.37,8645.58,65.66,3575.22,5286.76,16,1693.85,40,70031.71,7,small,561.43012006003
16114.57,9081.18,53.36,7241.67,6386.79,16,893.45,22,71454.7,5,small,515.7311305652827
63763.47,21922.11,70.98,16133.35,12518.62,33,2017.4,44,137122.21,11,small,622.5951125562782
8611.93,6352.32,45.14,3822.36,3807.72,15,639.86,19,55001.29,2,small,474.44212606303154
65220.92,30198.26,68.15,20829.33,13847.23,42,1491.51,48,176086.76,9,small,598.4581140570285
10247.88,4624.11,49.84,2302.56,3346.65,9,1149.99,6,27044.87,5,small,489.16512756378194
29435.48,8240.87,64.55,11677.08,4597.08,19,1549.37,43,118238.53,10,small,600.091115557779
5272.71,4264.99,43.54,342.51,3118.2,8,617.35,1,8897.84,0,micro,393.14812906453227
16333.2,6789.82,61.6,4428.27,4989.82,12,1316.43,27,82131.91,6,small,546.5741320660329
76772.98,17343.52,81.02,17977.38,11237.11,44,1637.83,64,253125.2,12,medium,724.1341170585292
5304.92,2897.26,39.4,908.35,1993.72,4,1349.3,1,11158.66,0,micro,421.50113056528266
27722.35,18212.59,65.87,13987.27,13107.51,18,1434.0,38,218047.36,10,small,574.0531215607804
16559.09,9599.3,51.85,217.73,6024.64,13,1403.11,16,32359.21,3,small,473.9981290645323
48707.18,12848.81,80.83,16956.0,6780.84,30,1784.17,61,522915.88,12,medium,730.9971185592797
4188.79,2394.94,38.83,41.89,1699.24,6,627.29,1,20028.39,0,micro,398.50413206603304
6495.28,5081.22,41.01,64.95,3953.49,8,854.58,1,24846.0,0,micro,393.4471335667834
136881.1,40561.67,92.88,73133.94,21605.86,74,1835.91,75,370225.23,16,medium,778.85012006003
13179.37,8124.34,47.98,4383.33,5238.35,11,1247.8,20,48974.08,5,small,490.09113056528264
19158.15,7752.82,68.73,6356.16,4632.22,17,1063.96,25,26876.06,2,small,535.5471335667834
17632.38,13153.53,57.58,3378.75,7429.87,12,1479.65,19,58898.19,7,small,515.5001350675337
24279.7,16246.04,66.12,12766.05,11511.37,16,1535.28,39,93701.27,6,small,549.8761230615307
22376.85,10069.03,53.1,7809.35,6126.28,15,1498.89,21,38524.62,3,small,514.0331365682841
18763.3,11743.54,56.82,1655.78,8590.93,13,1476.73,24,67018.06,7,small,505.914132066033
5460.48,2818.97,45.02,2174.16,2225.81,6,935.56,8,25254.39,1,small,463.5601350675338
41820.7,16785.2,63.92,13671.64,11877.46,25,1760.85,30,102649.39,6,small,572.4491245622812
21022.0,7901.54,62.86,2791.13,5611.15,14,1536.22,36,201001.77,7,small,574.1821260630314
86638.87,28179.04,78.18,21083.82,16691.57,49,1804.57,49,212566.71,10,small,634.0631215607805
39760.89,24126.73,67.29,17764.91,13984.47,25,1622.29,43,71406.15,12,small,574.0251275637819
35456.86,14285.14,64.09,7775.02,7438.71,19,1942.37,36,62582.01,9,small,570.0181290645322
28872.85,11607.5,60.84,2260.71,8186.6,21,1173.74,27,43903.09,7,small,537.6961380690345
82343.31,19363.31,78.68,18715.44,12763.92,47,1764.59,55,175225.27,7,medium,702.2761230615307
8160.2,4368.21,45.84,81.6,3033.04,12,730.97,1,23280.05,0,micro,413.87313656828417
14945.31,9265.37,54.5,5914.84,6765.27,14,1125.82,16,49024.94,2,small,496.2971335667834
17935.21,11032.41,53.16,5296.35,7314.31,11,1629.66,20,25066.5,1,small,480.72013506753376
14171.15,11783.7,49.59,280.08,7466.57,13,1075.28,15,15962.42,2,small,435.68613806903454
34250.82,20561.08,59.17,2860.76,10444.64,23,1466.04,31,56935.35,11,small,534.2591395697849
12935.2,5790.06,47.92,956.45,4309.36,11,1111.03,22,45159.58,6,small,488.4831365682841
40547.47,17268.91,71.76,10583.08,9879.54,29,1288.32,41,113560.23,9,small,587.8811305652827
4862.56,2819.24,39.43,1678.78,1957.08,8,703.43,5,11397.07,0,micro,409.42913956978487
28110.44,12403.78,68.4,11956.47,7685.17,18,1574.67,32,85518.24,1,small,560.644132066033
69973.4,36656.22,78.6,34247.66,19131.86,35,1993.08,59,155984.8,11,medium,675.7691245622811
15142.32,10046.92,53.95,4892.45,7440.38,8,1884.79,7,14032.12,2,small,474.3361380690345
12730.65,9241.42,58.66,1402.3,5420.37,9,1407.24,18,45274.19,4,small,493.2891395697849
24744.32,9254.07,60.01,7171.78,5717.52,18,1438.49,33,117383.18,4,small,564.4171335667834
7728.92,5480.4,50.5,1174.24,4061.96,8,868.63,14,20113.54,1,small,441.73214107053525
13657.23,11059.54,50.24,147.97,8411.7,12,1208.76,15,33367.15,5,small,448.3151425712856
11832.63,8907.23,58.35,4505.04,6282.65,10,1142.63,16,38548.82,0,small,493.61214107053524
29782.8,18945.5,52.08,9126.78,12215.54,18,1721.16,24,42483.19,4,small,505.20514257128565
14677.75,9142.21,58.64,3726.23,6242.87,13,1219.94,10,28807.32,1,small,487.568144072036
278412.94,82258.75,94.52,122222.75,38135.05,150,1830.99,94,1103074.65,19,medium,845.5621260630314
10034.63,4794.37,49.82,1675.22,3014.32,9,1092.58,7,31209.3,2,small,478.5911455727864
20229.06,10073.3,53.6,6213.11,5882.08,16,1276.46,23,64653.0,4,small,533.0321410705353
79890.74,17346.18,79.3,47173.2,10015.73,42,1913.35,62,303789.21,14,medium,743.1451275637819
31831.64,22923.19,51.71,8285.69,14835.43,19,1668.8,27,46754.39,4,small,502.9541470735368
18993.64,9041.09,58.64,7130.42,5023.12,13,1394.93,30,17248.03,6,small,508.7971485742871
4406.32,3183.93,37.2,44.06,2188.65,5,846.6,1,9383.41,0,micro,371.328144072036
44759.55,12693.97,64.73,6269.06,9017.02,29,1617.96,44,102302.32,12,small,585.6401350675337
29765.24,16811.53,69.46,5186.51,9731.14,18,1625.38,40,33184.78,12,small,551.4331365682841
15744.14,10542.95,54.27,6302.01,7510.3,14,1195.97,28,53030.3,4,small,507.9301500750375
9065.23,4266.71,44.94,2612.87,2860.72,13,670.85,14,30702.28,1,small,475.4931515757879
11978.75,5233.83,58.98,2872.08,3449.31,8,1522.01,18,33388.57,3,small,522.4251425712856
16828.13,7708.7,63.35,2714.26,4496.32,13,1216.37,28,59827.24,6,small,536.328144072036
55020.49,16514.91,70.7,16091.05,9544.8,35,1523.81,47,170322.21,8,small,620.8581290645322
31668.91,21539.37,62.18,4724.84,14951.39,17,1903.6,33,114084.44,4,small,546.9211455727864
4091.75,3790.81,41.9,911.69,2937.73,11,380.15,1,9351.44,0,micro,378.0411455727864
5063.53,2813.13,41.45,1762.95,1848.98,10,552.98,1,35099.01,0,micro,438.1341470735367
15073.63,7976.07,48.12,1872.69,5956.93,10,1379.13,14,58356.68,5,small,494.5361530765383
49914.13,15678.35,70.53,12011.38,8028.9,29,1687.98,50,107469.47,9,small,609.4311305652826
5345.26,3915.41,41.65,1027.4,2526.52,15,353.99,1,13556.19,0,micro,409.9871485742871
15236.84,7848.84,53.69,2096.51,5241.29,14,1146.88,28,79455.48,6,small,518.7541470735368
16756.99,8976.38,56.85,2992.61,4977.3,15,1142.07,19,43065.55,2,small,510.5191545772887
20953.74,16176.27,64.02,9892.86,9471.5,18,1154.09,27,45330.07,7,small,520.7971485742871
41466.39,18075.67,71.15,22111.51,8316.33,27,1528.44,47,81152.96,13,small,595.474132066033
43816.64,20007.63,72.34,15904.22,12363.24,29,1480.92,50,180728.39,5,small,593.9461380690345
21998.79,11880.63,61.23,4355.23,7044.67,13,1673.71,29,42366.33,4,small,532.7201500750375
6070.7,4545.95,39.92,1886.79,2707.17,8,794.45,1,10610.34,0,micro,404.4301500750375
58866.37,25670.71,77.12,8671.22,12413.87,35,1703.88,47,135013.66,9,small,605.8171335667834
61067.09,28200.65,68.59,34069.25,17825.29,31,1989.8,52,287528.49,12,medium,670.2601350675337
11713.99,5976.49,45.32,1167.2,3457.37,7,1745.14,15,48684.41,4,small,493.85215607803906
10464.44,7720.07,52.66,104.64,4268.89,11,911.25,11,11879.49,3,small,426.7031515757879
85510.82,26712.74,77.67,41692.24,16420.9,46,1682.31,54,136152.35,8,medium,682.7431365682842
7383.32,5484.06,49.42,3110.57,4020.08,9,796.83,8,32728.47,3,small,468.5051575787894
36335.0,11199.22,70.82,5455.7,7718.24,22,1668.02,47,95319.01,10,small,599.9561380690345
33541.92,16818.29,65.54,11580.15,11243.77,23,1461.11,34,90202.91,4,small,553.2191395697849
73447.97,45805.16,65.65,39415.67,25997.97,41,1782.46,44,163846.77,9,small,576.9121410705353
27452.27,18642.17,64.74,12773.33,10924.68,14,2012.84,29,56524.59,6,small,537.5731515757878
19287.77,5709.59,71.97,2722.84,3888.48,16,1181.62,42,91417.35,5,small,580.1551425712856
4134.34,3441.19,43.05,1282.38,2174.62,5,844.37,1,5332.37,1,micro,400.2561530765383
15838.35,10030.67,50.5,4602.68,6573.69,9,1803.87,6,37167.53,1,small,477.7981590795398
11107.12,8220.14,45.95,4402.21,5667.05,8,1344.77,12,28900.62,0,small,458.5391545772887
16165.67,10399.8,49.87,2993.73,6170.94,15,1083.41,13,72307.77,0,small,490.57116058029015
21642.82,12041.39,54.96,8414.8,7243.87,17,1262.37,28,69797.13,6,small,522.5761530765383
31169.92,15554.36,70.16,13974.3,8238.59,22,1460.39,38,76692.12,6,small,567.9981440720361
45542.61,29538.84,69.27,10175.66,20358.36,29,1622.94,40,81920.74,5,small,550.4211455727864
6568.87,5072.16,40.82,65.69,3066.1,11,570.67,1,19306.17,0,micro,391.35215607803906
15223.56,7994.99,61.72,2987.2,5152.23,14,1076.42,34,77306.34,9,small,541.8491545772886
11199.19,5486.22,53.15,3856.41,4102.19,7,1642.87,16,46244.84,4,small,509.80416208104054
